ITA,BS,CATEGORY
padella di terracotta,terìna,
padellata,padelàda,
padellino,padilì,
padre,pàdër,
padrino,ghidàs,
paffutello,tondolì,
paffuto,paciòto,
paffuto,papòt,
paga intera,pàga 'ntréga,
pagamento in natura,stopeladüra,arcaico
pagare,picià,gergo-volgare
pagare,sgranà,gergo-volgare
pagatore,pagadùr,
paglia,felfére,arcaico
paglia,pàja,
paglia (tritume di),gajöl,
pagliaccio,pajàso,
pagliaio,càpa,
pagliaio,paér,
pagliarolo,calandrìna,ornitologia
pagliarolo,canarì pìcol,ornitologia
pagliarolo,mearì,ornitologia
pagliarolo,pàsera paéra,ornitologia
pagliarolo,patüsì,ornitologia
pagliarolo,risarì,ornitologia
pagliarolo,risì,ornitologia
pagliericcio,pajù,arcaico
"paglietta, copricapo",magiüstrìna,
pagliuzza,böschèta,
pagliuzza,pajöl,arcaico
pagnotta,pagnòca,
paio,pér,
paio (rompere il),despajà,
paiolo,caldéra,
paiolo,stegnadì,
paiolo,stegnàt,
paiolo di bronzo,bronzalì,
paiolo di bronzo,brunzì,arcaico
paiolo di rame,ramì,
paiolo di rame,raminòt,
paiolo grande,paröl,
paiolo grande,pignatù,
paiolo grande,tonfài,arcaico
palamita (attrezzo per pesca),spadèrna,pesce-pesca
palandrana,gabàna,
"palandrana, gabbano",copegnàghën,arcaico
palato,sìltër,
palchetto della scansia,scansiöl,
pale di ritrecine,cóp de röda,meccanica
paletta del fuoco,bernàs,
paletta del fuoco,gavàrd,
paletta della farina,casöla,
paletto penzolo del carretto,servidùr,
palla,bàla,
pallidissimo,come 'na pèsa laàda,
pallidissimo,vérd come la rüga,figurativo
pallido,smórt,
pallina,borèla,
pallini da caccia,trizìa,
pallini grossi,balinòcc,caccia
"pallino, idea fissa",gégol,
pallonata,balunàda,
pallone,balù,
palmento,mèza del tórcol,
palmo della mano,palmös,
palo,pàl (plurale =  pài),
palo di sostegno della carbonaia,pal del pojàt,
palo grosso da conficcare,pangù,
palo lungo manovrabile,palù,caccia
palpebra,palpécia,arcaico
palpebra,palpéga,arcaico
palpebra,palpéra,arcaico
palpeggiatore libidinoso,palpù,
palpeggiatore libidinoso,palpapól,
palpeggiatore libidinoso,spalpognù,
pampepàto,paspesiàt,arcaico
pancetta,pansèta,
panchina,banchìna,
pancia,bàga,
pancia,pànsa,
panciata,spansàda,
panciera,panséra,
pancino,bugì,
pancione,bogiù,
pancione,bugiùna,
panciotto,cruzèt,
panciotto,gilé,francesismo
pancone,asù,
pancuco,paciüch,botanica
pancuco,papaciüch,botanica
pandemonio,demenére,
pane,mìca,
pane,michèt,
pane,pà,
pane,panadì,
pane (grosso pane),filù,
pane (tipo di pane: soffietto),bofét,
pane (tipo di pane),chìfër,
pane (tipo di pane),mantoàna,
pane a forma di pagnottella,bösèla,
pane o polenta e latte,menös,
pane raffermo,pa staòadés,
pane senza companatico,pa sùrd,
"pane solo, senza companatico",pa söt,
pane unto con strutto,pa bazòt,
panereccio,panarés,plurale
panettone,panitù,
panico,panìs,botanica
panico selvatico,cùër,botanica
paniere,sistilì,
paniuzza,ves'cèta,caccia
panna,pàna,
pannicello,panezèl,
panno,"pàn, plurale pàgn",
panno èer fasciare i neonati,reganèl,arcaico
panno per colare la cenerata,colaröl,
pannocchia,canù,
pannocchia,panòcia,
pannocchia,smànsa,
pannocchia arrostita,brustulì,
pannocchia arrostita,fufùcc,
pantalone,bràga,
pantana,becadèl gròs,ornitologia
pantana,cariöla,ornitologia
pantana,ciò-ciò,ornitologia
pantana,piviér,ornitologia
panzana,pansànega,
paonazzo,culùr marèl,
paonazzo,nèghër de ràbia,figurativo
papavero,fiùr de S.Piéro,botanica
papavero,fratsì,botanica
papavero,madógn,botanica
papavero,madóne,botanica
papavero,madonìne smórte,botanica
papavero,papàër,botanica
papavero,spinàse molenére,botanica
papavero argemone,pèpole,botanica
papavero argemone,rosöle,botanica
papavero d'oppio,sdòrmia,botanica
papavero rosolaccio,pèpole,botanica
papavero rosolaccio-argemone,fantìne,botanica
papavero rosolaccio-argemone,giüsmìne,botanica
papavero rosolaccio-argemone,madonìne,botanica
papavero rosolaccio-argemone,pióle,botanica
papavero rosolaccio-argemone,pütìne,botanica
papavero rosolaccio-argemone,razulìne,botanica
papera,ochèta,
pappa e chiesa,santificétor,figurativo
pappa e nanna,mangiadórëm,
pappare,papà,
pappataci,caasàngh,insetto
pappone,papù,
paracarro,tèrmën,
parafuoco,paraföch,
paraocchi,paraöcc,
paratoia,ciàega,
paravento,paviù,
parco maiali,bàsta,
parecchio,parècc,arcaico
parenti,parécc,
paretaio,tésa,caccia
pari,pàci,
pari,pér,
pari (alla),copèla (sta a),
parlantina,ciàcera,
parlar bleso,parlà mós,
parlar bleso,parlà picù,
parlar chiaro,laàs la bóca,figurativo
parlare,fiadà,arcaico
parlare,parlà,
parotite,uriciù,malattia/male
parotite,gorlù,malattia/male
parroco,pàröch,
parrucca,paröca,
parsimoniosa,àgra,
parte bassa di una corda tesa,guàda,
parte della briglia,sguanzàl,
partire,nà vià,
parto,spésa,
parto,traài,
partoriente,la gà de malàs,
partorire,pajolà,arcaico
pascolo,pastüra,
passamano,mantegnaröla,
passamano,pasamà,
passare a fatica,sfrazà,
passera d'Italia,pasarù,ornitologia
passera d'Italia,pàsera có gròs,ornitologia
passera d'Italia,pàsera corveròta,ornitologia
passera d'Italia,pàsera de campanìl,ornitologia
passera d'Italia,pàsera gròsa,ornitologia
passera d'Italia,pàsera molinéra,ornitologia
passera d'Italia,pàsera smerdéra,ornitologia
passera lagia,gazèta de mónt,ornitologia
passera lagia,pàsera montagnìna,ornitologia
passera mattugia,büzarì,ornitologia
passera mattugia,pàsera buzarìna,ornitologia
passera mattugia,büzaröla,ornitologia
passera mattugia,paserìna,ornitologia
passera scopaiola,moritìna,ornitologia
passera scopaiola,pàsera de sés,ornitologia
passera scopaiola,pàsera màta,ornitologia
passera scopaiola,pàsera molinéra,ornitologia
passera scopaiola,speransìna,ornitologia
passerella,pedàgn,arcaico
passero,pàsër,
passero solitario,mèrla cornarõla,ornitologia
passero solitario,pàsera négra,ornitologia
passettino,pasì,
passetto (antica misura in legno),misürèt,arcaico
passiflora,fiùr de pasiù,botanica
passione,pasiù,
passione (perdere la p.),despasionàs,
passione amorosa,còta,
passo carraio dei campi,pùrcia,
pasta arrotolata,manèla,
pasta di semolino,somensìna,
"pasta fine, capelli d'angelo",fidelì,
pasta piccolo formato,pastìna,
pastaio,pastér,
pastasciutta,pastacónsa,
pastasciutta,pastasöta,
pasticci (essere nei p.),ëmpegolàt,
pasticciare,slambrotà,
pasticciata,pastociàda,
pasticciata,pastolàda,
pasticciere,ofelér,arcaico
pasticciere,pastesér,
pasticcio,cinch-cèch,figurativo
pasticcio,paciüghì,
pasticcio,pastés,
pasticcio,pastrógn,
pasticcio,sguasèt,
"pasticcio, confusione",boridù,arcaico
"pasticcio, confusione",pastolòt,
"pasticcio, confusione",sguasèt,
pasticcione,barbài,
pasticcione,paciüghì,
pasticcione,paciügù,
pasticcione,pastisù,
pasticcione,pastrógn,
pasticcione,slambròt,
pasticcione,spaciùghì,
pasticcione,spaciügù,
pastinaca,pastenàga,botanica
pastoia,bàlsa,
pastoia,bóga,
pastoia,strambài,arcaico
pastoia,trembài,arcaico
pastoia (mettere la p.),ëmbalsà,
pastrano,gabanòt,
pastrano,redengòt,francesismo
patacca,patàca,
"patella (muricide, patella vulgata)",padèle de mar,
patella (parte slacciabile delle mutande),patilù,
"patereccio, giradito",giradìt,malattia/male
"patereccio, giradito",panarös,
"patereccio, giradito",rögaröla,
paternale,rezentàda,figurativo
patrigno,padrègn,
patta,pàci,
patta dei pantaloni,ciaeghèt,
patteggiare,patàs,arcaico
Patto,Comodasiù,
pattume,patöm,
pattumiera,portaspórch,
pattumiera,scûaröla,
pattumiera,scûaséra,
pattumiera,tolòt del spórch,
paura,paìla,figurativo
paura,póra,
paura,strìna,
paura (grande p.),poràcia,
pauroso,cagù,figurativo
pauroso,porùs,
pavimentare,ëntaelà,
pavoncella,gaìna,ornitologia
pavoncella,ghéna,ornitologia
pavoncella,paonsèla,ornitologia
pavoncella,paonsìna,ornitologia
pavoncella,sguaìna,ornitologia
pavone,paù,
pavoneggiare,pecià,
pavoneggiare,spaunà,
pavoneggiarsi,spaunàs,
"pazienze, devozioni (reliquie racchiuse in sacchetti che si mettevano al collo dei bimbi)",agnös,arcaico
pazzoide,matù,
"pebrina (malattia del filugello, baco da seta)",mal pebrì,
peccato grosso,pecatù,
pecchione,àa selvaàdega,
pece,pégola,
pece (levare dalla p.),dispegolà,
pece greca,pisagréca,
pecora,bósa,
pecora,pégora,arcaico
pecora,péra,
pecoraio,pecorèr,
pedaggio,gabèla,
pedale dell'arrotino,càlcola,arcaico
pedale della vanga,stafàl,
pedana di carico,andadùra,
pedana di carico,andarìna,
pedata,pesàda,
pedata forte,pesadù,
pediatra,dutùr dei gnaàri,
pediculosi,piögéra,
pedone,pedù,
pedula,pedùl del calsèt,
peggio,pès,
pegno,pégn,
pellagra,sàls,malattia/male
pellattiere,pelatér,
pelle,pèl,
pelle della nuca,gnàgnera,
pelle di pesce,pèl de segrì,
"pelle molle, delicata",vachèta,
pellettiere,pelisér,
pelli in concia,galér,
pelliccia da collo,bóa,
pelliccia per canonici,sanfàrda,arcaico
pellicciaia,peliséra,
pellicello,vérëm de la rògna,malattia/male
pellicola di ghiaccio,talarìna,
pelo,pél,
pelo,pelacì,
peltraio,peltrér,arcaico
peltro,pèltër,
peluria,pelöm,
peluria,opél màt,
peluria,pelöria,
peluria,pelpagà,
peluria rada,pelacì,
pendolino,pindulì,ornitologia
pendolo grosso,pendolòt,
pene,bìgol,
pene,pìcio,
pene,sìfol,figurativo
pene piccolo,pistulì,
penetrare,nà dèntër,
penna del martello,sànca,
pennacchio,penàcc,
pennecchio (quantità di fibra che si mette sulla rocca per filare),manèla,
pennecchio (quantità di fibra che si mette sulla rocca per filare),rocàda,
pennecchio (quantità di fibra che si mette sulla rocca per filare),rocadèl,
pennecchio (quantità di lino o lana che si mette sulla rocca per filare),panezèla,
pennino,pinì,
pennino,pinì,
pensiero,pensér,
pensiero,pensér,
pentola,drùsa,arcaico
pentola,drùsa,arcaico
pentola di bronzo,bronzàl,arcaico
pentolino,pignatì,
penultimo,penöltem,
penzolare,ansà zò,
penzolare,sbrendolà,
penzolo,pendös,
penzolo,spènzol,
penzoloni,pindulù,
pepato,ëmpeeràt,
pepe,péër,botanica
pepe d'acqua,èrba péër,
pepe d'acqua,brüzabóca,botanica
peperone,peerù,botanica
"pepolino, timo serpillo",serpìlio,botanica
"pepolino, timo serpillo",tèm,botanica
"pepolino, timo serpillo",tìmo selvàdëch,botanica
"pepolino, timo serpillo",pilùs,botanica
"pepolino, timo serpillo",tìmol,botanica
peppola,fazaröla,ornitologia
peppola,frànguën montà,ornitologia
peppola,frazaröla,ornitologia
peppola,permontà,ornitologia
peppola,montà,ornitologia
peppola,zìgn montà,ornitologia
per cui,demöt,
pera,pér,
pera piccola,pirulì,
peraltro,peràltër,
percosse,pète,
percosse (molte p.),pìsto,
percosse (molte p.),fràcp de bòte,
percuotere,pestà,
percuotere,stongià,
percussore del fucile,titìna,
perdente,schitù,figurativo
perdere,zontà,
"perdere aria, sfiatare",sorà,
perdere brandelli,sbrendolà,
"perdere il controllo, ammattire",pirlà,
perdere tempo,bambanà,
perdere tempo,ëncantàs,
perdere tempo,lelolà,
perdinci!,dìcërë!,
perdinci!,ëndìo,
perdita,zònta,
perfetto,ëndà a fazöl,
pergamena,càrta pécora,
pergamena,paparöl,arcaico
pergamena,papiröl,arcaico
pergola,bersòt,
permaloso,ombrùs,
permaloso,moschì,figurativo
pernice,boscaröla,ornitologia
pernice,pernìs,ornitologia
pernice,pernìs de càmp,ornitologia
pernice,pernizòt,ornitologia
pernice,stàrna,ornitologia
pernice bianca,galinèta,ornitologia
pernice bianca,roncàs,ornitologia
pernice bianca,taìna,ornitologia
perno del cardine,spìna del pólëch,
perno piccolo,mascolèt,arcaico
pero,pér,
pero cervino,ampìrle,botanica
pero cervino,milgiöl,botanica
pero cervino,perlèt,botanica
pero cervino,perlìna,botanica
perpendicolo (a p.),pimpinèla,
persicaria,brüzabóca,botanica
persico trota,bocalù,pesce-pesca
persico trota,branzì,pesce-pesca
persona grassa,sgionfài,
pertica,bàca,
pertica,bach,
pertica,pèrtega,
pertica a forca,ràca,
pertica da roccolo,filaröla,caccia
pertica da roccolo,füsaröla,caccia
pertica da roccolo,ràca,caccia
perticare,pertegà,
pertosse,tós cagnìna,malattia/male
pertugio,pertüs,
pervinca,campanèi,botanica
pervinca,carniöla,botanica
pervinca,èrba martilìna,botanica
pervinca,fiùr de mórt,botanica
pervinca,pisòt,botanica
pesante,gréa,
pesante,pesànt,
pesare,pesà,
pesate,pése,
pesca (insieme del pesce pescato),pèsca,
pesca duracina,pèrsëch dür,
pesca spiccatoia (pesca che lascia il picciolo),pèrsëch che làsa l'arma,
"pesca, frutto del pesco",pèrsëch,
pescaiola,cornìza,ornitologia
pescaiola,laghèr,ornitologia
pescaiola,nèdra gaunéra,ornitologia
pescaiola,pescadùra,ornitologia
pescaiola,pescapès,ornitologia
pescaiola,raseghìna,ornitologia
pescare,pescà,
pescatore e venditore di gamberi,gamberér,arcaico
pesce,pès,
pesce grosso,pesatù,
pesce piccolo,pësèt,
pesce piccolo,pisitì,
peschiera,bröch,arcaico
peschiera,pescéra,
peschiera,viavài de pès,
pescivendolo,chèl del pès,
pesco,pèrsëch,botanica
pesi della bilancia,campiù,
peso di 8 Kg,pés,arcaico
pestapepe,pëstapéër,
pestare,pestà,
pestata,fulàda,
peste,fulàde,
peste,pèsta,malattia/male
pestello,pestaröl,
petasite,capelàs,botanica
petasite,capilù,botanica
petasite,capelòt,botanica
petasite,dróga,botanica
petasite,rédol,botanica
petasite,rédol gròs,botanica
petasite,rìdoi,botanica
petecchia,petécia,
peti (fare dei p.),spetezà,
pètole (levare dalle p.) (togliere dai guai),dispetolà,
"petorgna, rete pesca per luccio tinca",piciòta,
"petorgna, rete pesca per luccio tinca",pitòrgna,
petrine fitto,pètën spès,
pettazzurro,cuarósa blö,ornitologia
pettazzurro,cuarósa de làma,ornitologia
pettazzurro,cuarósa montagnìna,ornitologia
pettazzurro,pèt blö,ornitologia
pettegola,becadèl de mar,ornitologia
pettegola,becadù,ornitologia
pettegola,becadilù,ornitologia
pettegola,piviér dei pè rós,ornitologia
pettegolezzo,petegolès,
pettegolo,petégol,
"pettignone, pube",petenèt,anatomia
pettinaio,petenér,arcaico
pettinarsi,tiràas ëndré i caèi,
pettine,pètën,
pettirosso,gòs rós,ornitologia
pettirosso,pasasés,ornitologia
pettirosso,piciàl,ornitologia
pettirosso,saltamrtì,ornitologia
pettirosso,sbesét,ornitologia
petto,pèt,
"pevera, grosso imbuto di legno",lùra,
pezza da piede,pesa de pè,
pezzame,pesàm,
pezzetto,ciapilì,
pezzetto,tuchilì,
pezzo di tegola,ciàpa de cóp,
"pezzo, parte",ciapèl,
"pezzo, parte",pès,
"pezzo, parte",tòch,
pezzuola,macarì,
pezzuola,pesöla,
pezzuola,pisulìna,
piace,piàs,
piagnone,mülatù,
piagnone,bochécia,
piagnone,carògna,
piagnone,lüciù,arcaico
piagnone,piàga de mül,
piagnone,pianzòt,
piagnone,pianzù,
piagnone,piatulù,
piagnone,picù,
piagnone,mülatù,
piagnone,scarugù,
piagnucolare,bochecià,
piagnucolare,pianzotà,
piagnucolare,scaragnà,
piagnucolare,spianzotà,
piagnucolare,spregnacà,arcaico
pialla,piòna,
pialla,rabòt,arcaico
pialla (tipo di p.),pianèla,
pialla per infissi,scanàda,
pialla per infissi,sponderöla,
pialla per sgrossare,sgrosaröla,
piallare,pionà,
piallata,pialàda,
piallata,pionàda,
pialletto,pionì,attrezzo
"pianatoio, cesello a cima piatta",svenadùr,
pianelle di Venere,scarpète de la Madóna,botanica
pianelle in pelle,söbra,
pianerottolo,baladùr,arcaico
piangente,ëmpianzolét,
piangente,pianzolét,
piangere,löcià,
piangere,lücià,arcaico
piangere,scainà,
pianino di Barberia,verticàl,
pianola a rullo,verticàl,
pianta a rami lunghi e brulli,caràmp,arcaico
pianta secca,sèch,caccia
piantaggine,lancióla,botanica
piantaggine,léngua de ca,botanica
piantaggine,orèce de légor,botanica
piantaggine,piantàna,botanica
piantaggine petacciola,èrba sgarlèta,botanica
piantagione di salici,salezéra,botanica
piantana magg. o centonervi,orèce d'àsën,botanica
pianterreno,pianteré,
pianticella,piantèla,
pianto capriccioso di bimbo,müla,
pianura piccola,pianèta,
piatto,piàt (plurale: piàcc),
piatto,tónd (plurale: tóncc),
piatto di portata,fianchèt,arcaico
"piatto ovale, fiamminga",fiamènga,arcaico
"piatto ovale, fiamminga",piàt lóng,
piazzaiolo,piassaröl,
piazzuola,piasöla,
piazzuola per carbonaia,ajàl,
piazzuola per carbonaia,aràl,
picchetto,cagliù,arcaico
picchetto,ficù,
picchetto,fincù,
picchetto,pichèt,
picchiare,ciocà,
picchiare,cresmà,figurativo
picchiare,menà,
picchiare,orzà,
picchiare,palpà,"daddolo, smanceria"
picchiare,picà,
picchiare,racolà,
picchiare,manestrà,figurativo
picchiare,smenasà,
picchiato,picàt,
picchiata,ciocàda,
picchiata (battuta della pìca sui soldini per farli girare),picàda,gioco
picchiata (punto al gioco delle carte),picàda,gioco
picchiatello,tóch,
picchiatore,smenasù,
picchio,becasòch,ornitologia
picchio,picòt,ornitologia
picchio muraiolo,barbèl de còrna,ornitologia
picchio muraiolo,becaràgn,ornitologia
picchio muraiolo,becasàs,ornitologia
picchio muraiolo,pigòs,ornitologia
picchio muraiolo,ciò-ciò,ornitologia
picchio muratore,becafìch,ornitologia
picchio muratore,möradùr,ornitologia
picchio muratore,paciaciàch,ornitologia
picchio muratore,rampighì,ornitologia
picchio muratore,rampighì de castègna,ornitologia
picchio rosso,pìcol,ornitologia
picchio rosso maggiore,pich rós,ornitologia
picchio rosso maggiore,pigòs néghër,ornitologia
picchio rosso maggiore,treèla sòch,ornitologia
picchio rosso minore,picotì,ornitologia
picchio rosso minore,pìpio,ornitologia
picchio rosso siriaco,becasòch néghër,ornitologia
picchio verde,bëcalègn,ornitologia
picchio verde,pìch,ornitologia
picchio verde,vérd,ornitologia
picchio verde e nero,treelòt,ornitologia
picchio verde e rosso siriaco,picòs,ornitologia
picchiuola,sfèrsa,malattia/male
picciolo,bagarì,arcaico
picciolo,picài,arcaico
picciolo,picanèl,
picciolo,pìcio,
piccione,pisù,ornitologia
piccione,pisunsì (diminutivo),ornitologia
piccione selvatico,colombaröl,ornitologia
piccola botte,borécia,arcaico
piccola zolla,gazunsèl,
piccolino,picinèlo,
piccolo,pesèn,
piccolo,picinì,
piccolo,pìcol,
piccolo ceppo,socarèl,
piccolo pioppo,albarèla,
picconare,sapunà,
piccone,pìch,
piccone,picù,
piccone,sapù,
piccone (attrezzo degli scalpellini),pistunsì,arcaico
pidocchi,camàndoi,arcaico
pidocchi,piöcc,
pidocchietto,piögì,
pidocchio pollino,pipiolì,
pidocchioso,lendinù,
pidocchioso,pidocér,arcaico
pidocchioso,piögiùs,
pidocchioso,piügiù,
piede,pè,
piede dell'albero,pedül,
piede di porco,càa ciócc,attrezzo
piede di porco,pè de pòrch,attrezzo
piedi piatti,pè dóls,
piedino,pisulì,
piedoni,pedàgne,
piega,ràpa,
piega di rifinitura,pèns,
piegare,degóndër,arcaico
pieghettatura,stocadüra,
pieno,pié,
pieno,zèp,
pieno di caccole,ënsacolàt,
pieno di foruncoli,ëmbrofelàt,
pieno di guazza,sguasàt,
"pieno, colmo",gèp,
pietanza,taöl,
pietra,préda,
pietra focaia,préda de l'asalì,arcaico
pietra grossa,còrna,
pietra militare,tèrmën del mìa,
pietra pomice,mèrda de gàt,
pietraia,predéra,
pietruzza,predolìna,
pievere tortolino,pîér scür,ornitologia
pievere tortolino,turturì,ornitologia
pigiare,torcià,
pigiare l'uva,pestà l'ùa,
pigiare l'uva (attrezzo per p.),folét,attrezzo
pigliamosche,alèta,ornitologia
pigliamosche,becamósche,ornitologia
pigliamosche,grizèl,ornitologia
pigliamosche,grizèt,ornitologia
pigliamosche pettirosso,aletù,ornitologia
